Substance Evaluation - CoRAP list
Note: Group entries are split in different rows.
Export date: 09-mai-2024 09:03:23
Last updated 02-mai-2024. Database contains 402 unique substances/entries.

"Substance Identifier"	""	
"Evaluating Member State"	""	
"Status"	""	
"Initial grounds for concern (operator is and)"	"true"	
"Initial grounds for concerns"



"Substance name"	"Description"	"EC / List no"	"CAS no"	"Co-Evaluating Member State"	"Year"	"Evaluating Member State"	"Initial grounds for concern"	"Status"	"Latest update"	"Decisions"	"Conclusion document"	"Justification documents"	"CoRAP publication date"	"MS address"	"Member State (MS) contact details"	"MS remarks"	"Further information"	"Remarks"	"DISLIST_CORAP_diss_concern"	"DISLIST_CORAP_relevance"	"First published"	
"Butanoic acid, 4-amino-4-oxosulfo-, N-coco alkyl derivs., monosodium salts, compds. with triethanolamine"	""	"308-662-5"	"98171-53-0"	""	"2023"	"France"	"Suspected Reprotoxic""Potential endocrine disruptor""Consumer use""Exposure of environment""Exposure of workers"	"Ongoing"	"21-mars-2023"	""	""	"https://echa.europa.eu/documents/10162/48231a19-f859-7f5c-1211-a93a25e5602b"	"21-mars-2023"	"14 rue Pierre et Marie Curie, 94700 Maisons-Alfort Cedex"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses), Chemicals Assessment Unit"	""	""	""	"Suspected Reprotoxic""Potential endocrine disruptor""Consumer use""Exposure of environment""Exposure of workers"	""	"21-mars-2023"	
"Benzenamine, reaction products with aniline hydrochloride and nitrobenzene"	""	"309-912-6"	"101357-15-7"	""	"2019"	"Germany"	"Suspected PBT/vPvB"	"Concluded"	"28-juil.-2020"	""	"https://echa.europa.eu/documents/10162/073fa5b6-1510-dde2-0e6c-3fe3d11cb967"	"https://echa.europa.eu/documents/10162/9dfd06a2-f4d1-eb28-f429-65df1dd4e353"	"22-mars-2016"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	""	"Suspected PBT/vPvB"	""	"22-mars-2016"	
"Phenol, dodecyl-, branched"	""	"310-154-3"	"121158-58-5"	""	"2018"	"Germany"	"Potential endocrine disruptor"	"Concluded"	"24-mars-2020"	""	"https://echa.europa.eu/documents/10162/699d2995-80ef-f265-2228-f0e24d3bcbac"	"https://echa.europa.eu/documents/10162/42be2f00-29c2-43e4-7b31-50d8a1c8b3ec"	"21-mars-2017"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	""	"Potential endocrine disruptor"	""	"21-mars-2017"	
"1,2,3,4-Tetrahydro-6-(1-phenylethyl)naphthalene"	""	"400-370-7"	"6196-98-1"	""	"2021"	"Finland"	"Suspected PBT/vPvB""Exposure of environment"	"Follow-up"	"21-déc.-2023"	"https://echa.europa.eu/documents/10162/d64ecd31-a77b-a04a-26f1-db197ce9f1d1"	""	"https://echa.europa.eu/documents/10162/1263d3fa-eb72-9c4b-e39e-048a732a73b2"	"18-mars-2020"	""	"Finnish Safety and Chemicals Agency"	""	""	""	"Suspected PBT/vPvB""Exposure of environment"	""	"18-mars-2020"	
"S-(tricyclo[5.2.1.0 2,6]deca-3-en-8(or 9)-yl) O-(isopropyl or isobutyl or 2-ethylhexyl) O-(isopropyl or isobutyl or 2-ethylhexyl)phosphorodithioate"	"X4261"	"401-850-9"	"255881-94-8"	""	"2014"	"Belgium"	"Suspected PBT/vPvB""Exposure of environment""Wide dispersive use"	"Concluded"	"08-sept.-2021"	"https://echa.europa.eu/documents/10162/e67ee45c-0cd8-00e5-1efc-3d1be5839b27"	"https://echa.europa.eu/documents/10162/c5aaa64c-e228-2f47-ca85-b4228752f584"	"https://echa.europa.eu/documents/10162/2408e01d-3cc7-e0d0-5f5e-679927bc3eb7"	"26-mars-2014"	""	"Federal Public Service Health, Food Chain Safety and Environment"	""	""	""	"Suspected PBT/vPvB""Exposure of environment""Wide dispersive use"	""	"14-janv.-2016"	
"Reaction mass of O,O'-diisopropyl (pentathio)dithioformate and O,O'-diisopropyl (trithio)dithioformate and O,O'-diisopropyl (tetrathio)dithioformate"	"ROBAC AS/100"	"403-030-6"	"137398-54-0"	""	""	"Belgium"	"Suspected PBT/vPvB"	"Concluded"	"16-avr.-2021"	"https://echa.europa.eu/documents/10162/a16115e9-86e7-7e69-d3db-831c76395082"	"https://echa.europa.eu/documents/10162/599aa484-974c-ff0d-0ef5-10e2dfba4d5c"	""	"25-août-2017"	""	"Federal Public Service Health, Food Chain Safety and Environment"	""	""	"Transition former notified substance Dir. 67/548/EEC to REACH Art. 135."	"Suspected PBT/vPvB"	""	"13-oct.-2017"	
"Sodium 3-(2H-benzotriazol-2-yl)-5-sec-butyl-4-hydroxybenzenesulfonate"	"BENZTRIAZOL UV ABSORBER BUK 4499; BUK 4499; UV ABSORBER BUK 4499"	"403-080-9"	"92484-48-5"	""	"2023"	"Spain"	"Suspected PMT/vPvM""Other hazard based concern""Consumer use""Cumulative exposure""Exposure of environment""Other exposure/risk based concern""Wide dispersive use"	"Ongoing"	"03-mai-2023"	""	""	"https://echa.europa.eu/documents/10162/1bd2afb9-e308-7394-826f-15acf02c02fd"	"21-mars-2023"	"Plaza San Juan de la Cruz s/n, Spain"	"Ministry for the Ecological Transition"	""	""	""	"Suspected PMT/vPvM""Other hazard based concern""Consumer use""Cumulative exposure""Exposure of environment""Other exposure/risk based concern""Wide dispersive use"	""	"21-mars-2023"	
"Ethyl 3,5-dichloro-4-hexadecyloxycarbonyloxybenzoate"	""	"404-740-9"	"115895-09-5"	""	"2016"	"Slovenia"	"Suspected PBT/vPvB""Exposure of environment"	"Information requested"	"17-mars-2022"	"https://echa.europa.eu/documents/10162/558498cd-512b-c9e1-4501-0d9ad98038d8"	""	"https://echa.europa.eu/documents/10162/17e72683-814b-3bbd-48c5-f615028b34aa"	"26-mars-2014"	"Ajdovščina 4 SI-1000 Ljubljana
"	"Chemicals Office of RS"	""	""	""	"Suspected PBT/vPvB""Exposure of environment"	""	"14-janv.-2016"	
"Iso(C10-C14)alkyl (3,5-di-tert-butyl-4-hydroxyphenyl)methylthioacetate"	"IRGANOX L 118"	"404-800-4"	"118832-72-7"	""	"2014"	"Germany"	"Suspected PBT/vPvB"	"Concluded"	"25-mars-2020"	""	"https://echa.europa.eu/documents/10162/62cbb04b-452c-67cd-aa96-f41a52394207"	"https://echa.europa.eu/documents/10162/f8044ba7-0e61-d114-2966-becad0e4979a"	"26-mars-2014"	"Division 5, Federal Office for Chemicals, Authorisation of Biocides, Friedrich-Henkel-Weg 1-25, 44149 Dortmund 
"	"Federal Institute for Occupational Safety and Health; Division 5 &#34;Federal Office for Chemicals, Authorisation of Biocides&#34;"	""	""	""	"Suspected PBT/vPvB"	""	"14-janv.-2016"	
"a mixture of: cistetrahydro-2-isobutyl-4-methylpyran-4-ol,transtetrahydro-2-isobutyl-4-methylpyran-4-ol"	"CIS/TRANS-TIMO; FLOROL; FLOROSA"	"405-040-6"	"63500-71-0"	""	"2012"	"Spain"	"High RCR""Wide dispersive use"	"Concluded"	"21-oct.-2021"	"https://echa.europa.eu/documents/10162/3b4dca0e-fe83-562a-0037-5cea34d3af80"	"https://echa.europa.eu/documents/10162/e097bdea-123d-cd3d-bebf-b5ee6cb28f31"	""	"29-févr.-2012"	"Plaza de San Juan de la Cruz s/n. 28071-Madrid
"	"Spanish Ministry of Agriculture, Food and Environment"	""	""	""	"High RCR""Wide dispersive use"	""	"14-janv.-2016"	
"EDDHMAFEK"	""	"405-420-1"	"-"	""	"2021"	"Sweden"	"Suspected Reprotoxic""Potential endocrine disruptor""Suspected Sensitiser""Consumer use""Exposure of environment""Exposure of workers""Wide dispersive use"	"Concluded"	"09-juin-2022"	""	"https://echa.europa.eu/documents/10162/41eaa63a-feba-b0c0-4965-1f3a3d9f6c09"	"https://echa.europa.eu/documents/10162/d1ab5e23-cc1e-ae5e-e285-d1ea59904634"	"20-mars-2018"	"Esplanaden 3a, P.O Box 2, SE-172 13 Sundbyberg, Sweden"	"Swedish Chemicals Agency"	""	""	"Due to the indication of structural similarity, this substance may potentially be addressed in joint evaluation with 283-044-5, 938-828-8. Furthermore the evaluation may also refer to other structurally similar substances: EC 214-625-3 (intermediate) and substance EC 283-041-9 (with no active registration at this moment)."	"Suspected Reprotoxic""Potential endocrine disruptor""Suspected Sensitiser""Consumer use""Exposure of environment""Exposure of workers""Wide dispersive use"	""	"20-mars-2018"	
"2-(phenylmethoxy)naphthalene"	"BENZYL-2-NAPHTHYLETHER; BETA-NAPHTHYLBENZYLETHER (BON); BNE; BON; NIPAFAX BNE; SENSLON-50; ZO-1"	"405-490-3"	"613-62-7"	""	"2012"	"Czech Republic"	"Other hazard based concern""High (aggregated) tonnage"	"Concluded"	"24-mars-2020"	""	"https://echa.europa.eu/documents/10162/dbd1332b-7e69-7712-5c39-d017cae513c2""https://echa.europa.eu/documents/10162/a4577e9a-b66b-d1a6-7b12-3a26a45a7787"	""	"29-févr.-2012"	"Vršovická 65, 100 00 Praha 10, Czech Republic 
"	"Ministry of Environment of the  Czech Republic"	""	""	""	"Other hazard based concern""High (aggregated) tonnage"	""	"14-janv.-2016"	
"4-(4-isopropoxyphenylsulfonyl)phenol"	"D-8; DD-8"	"405-520-5"	"95235-30-6"	""	"2025"	"Belgium"	"Potential endocrine disruptor""Other exposure/risk based concern"	"Not started"	"21-mars-2023"	""	""	"https://echa.europa.eu/documents/10162/3f8c9327-83e8-f973-53dc-d7d5c6b472d8"	"19-mars-2019"	""	"Federal Public Service Health, Food Chain Safety and Environment"	""	""	""	"Potential endocrine disruptor""Other exposure/risk based concern"	""	"19-mars-2019"	
"Reaction product of ammonium molybdate and C12-C24-diethoxylated alkylamine (1:5-1:3)"	"ADDITIV 104"	"412-780-3"	"1380226-46-9"	""	""	"France"	"Suspected PBT/vPvB"	"Concluded"	"11-mars-2020"	"https://echa.europa.eu/documents/10162/a7d42c02-5aa9-b75c-4d5c-67e87a8fbc42"	"https://echa.europa.eu/documents/10162/4d2761f8-7df3-a5db-2352-ea7be804c6b5"	""	"21-mars-2017"	"REACH &amp; CLP Unit, 253 avenue du General Leclerc. 94700 Maisons-Alfort Cedex"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses)"	""	""	"Transition former notified substance Dir. 67/548/EEC to REACH Art. 135."	"Suspected PBT/vPvB"	""	"21-mars-2017"	
"bis(2-ethylhexyl) 4,4’-{6-[4-tert-butylcarbamoyl)anilino]-1,3,5-triazine-2,4-diyldiimino}dibenzoate"	""	"421-450-8"	"154702-15-5"	""	"2015"	"Germany"	"Suspected PBT/vPvB""Exposure of environment""Wide dispersive use"	"Concluded"	"27-avr.-2023"	"https://echa.europa.eu/documents/10162/d26ceb5d-6fdf-dd2f-da90-4f12aae1a596"	"https://echa.europa.eu/documents/10162/ea01b414-c7e8-8f3a-0f37-c15f8ae26b83"	"https://echa.europa.eu/documents/10162/a7898ed6-4f0e-eb64-b8df-6ef014ce8161"	"17-mars-2015"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	"<a href=""https://echa.europa.eu/documents/10162/e1dbc57a-eeab-996f-2302-04ab737658ff"">The Board of Appeal in its decision in Case No. A-004-2017 has partly annulled a SEv decision for this substance</a>"	""	"Suspected PBT/vPvB""Exposure of environment""Wide dispersive use"	""	"19-janv.-2016"	
"a mixture of: triphenylthiophosphate and tertiary butylated phenyl derivatives"	"CD 28-0132; IRGALUBE 232"	"421-820-9"	"192268-65-8"	""	"2025"	"Netherlands"	"Suspected PBT/vPvB"	"Not started"	"19-mars-2024"	""	""	"https://echa.europa.eu/documents/10162/1d7355c9-ace0-061f-3860-d627c57a17a7""https://echa.europa.eu/documents/10162/7b3e6d55-ab5d-d16f-c48b-b93f6e23a3f6"	"26-mars-2014"	""	"Ministry of Infrastructure and the Environment"	"Correspondence related to Substance evaluations should contain in the subject field the following string: ”SUBSTANCE EVALUATION&#34;."	""	""	"Suspected PBT/vPvB"	""	"14-janv.-2016"	
"a mixture of: 4-(2,2,3-trimethylcyclopent-3-en-1-yl)-1-methyl-2-oxabicyclo[2.2.2]octane; 1-(2,2,3-trimethylcyclopent-3-en-1-yl)-5-methyl-6-oxabicyclo[3.2.1]octane; spiro[cyclohex-3-en-1-yl-[(4,5,6,6a-tetrahydro-3,6',6',6'a-tetramethyl)-1,3'(3'aH)-[2H]cyclopenta[b]furan]; spiro[cyclohex-3-en-1-yl-[4,5,6,6a-tetrahydro-4,6',6',6'a-tetramethyl)-1,3'(3'aH)-[2H]cyclopenta[b]]furan]"	"CASSIFFIX"	"422-040-1"	"426218-78-2"	""	"2016"	"Spain"	"Suspected PBT/vPvB""Exposure of environment""High RCR"	"Concluded"	"09-août-2023"	"https://echa.europa.eu/documents/10162/cf2ec857-1264-c781-b68c-6f9d1166bbdc"	"https://echa.europa.eu/documents/10162/2a4b9cbd-a5ab-6434-494e-c13d86e67e93"	"https://echa.europa.eu/documents/10162/7fcab2cc-bc26-5582-0546-8b46381e5f92"	"17-mars-2015"	"Plaza de San Juan de la Cruz s/n. 28071-Madrid
"	"Spanish Ministry of Agriculture, Food and Environment"	""	""	""	"Suspected PBT/vPvB""Exposure of environment""High RCR"	""	"14-janv.-2016"	
"Reaction mass of 1,1,1,2,3,3‐hexafluoro‐3‐methoxy‐2‐(trifluoromethyl)propane and 1,1,1,2,2,3,3,4,4‐nonafluoro‐4‐methoxybutane"	""	"422-270-2"	"163702-08-7"	""	"2019"	"Spain"	"Suspected PBT/vPvB"	"Ongoing"	"15-janv.-2024"	""	""	"https://echa.europa.eu/documents/10162/dbe94a01-9408-3afd-05ba-84c3059b013c"	"19-mars-2019"	""	"Ministry for the Ecological Transition; Óscar González Sánchez"	""	""	"Due to the indication of structural similarity, this substance may potentially be addressed in joint evaluation with 435-790-1, 484-450-7, 484-410-9."	"Suspected PBT/vPvB"	""	"14-mars-2019"	
"4,4'-(1,3-phenylene-bis(1-methylethylidene))bisphenol"	""	"428-970-4"	"13595-25-0"	""	"2014"	"Belgium"	"Suspected PBT/vPvB""Other hazard based concern""Consumer use""Exposure of environment"	"Concluded"	"24-mars-2020"	""	"https://echa.europa.eu/documents/10162/9bc34abd-e14a-a296-0aa1-312795f1c268"	"https://echa.europa.eu/documents/10162/6102b5ad-b149-f157-54d6-1d7705e03ae0"	"26-mars-2014"	""	"Federal Public Service Health, Food Chain Safety and Environment"	""	""	""	"Suspected PBT/vPvB""Other hazard based concern""Consumer use""Exposure of environment"	""	"14-janv.-2016"	
"methylethylketone peroxide trimer"	""	"429-320-2"	"24748-23-0"	""	"2019"	"Netherlands"	"PBT/vPvB"	"Information requested"	"07-juil.-2021"	"https://echa.europa.eu/documents/10162/a4bea4d1-f7c1-feaf-1db1-9816f35b0b9c"	""	"https://echa.europa.eu/documents/10162/d07d9831-a675-db23-8815-de6d4a2754ff"	"19-mars-2019"	""	"Ministry of Infrastructure and the Environment"	"Correspondence related to Substance evaluations should contain in the subject field the following string: ”SUBSTANCE EVALUATION”
"	""	""	"PBT/vPvB"	""	"13-mars-2019"	
"reaction mass of N,N'-ethane-1,2-diylbis(decanamide) and 12-hydroxy-N-[2-[(1-oxodecyl)amino]ethyl]octadecanamide and N,N'-ethane-1,2-diylbis(12-hydroxyoctadecanamide)"	""	"430-050-2"	"-"	""	"2017"	"Spain"	"Suspected PBT/vPvB""Exposure of environment""Wide dispersive use"	"Concluded"	"21-oct.-2021"	""	"https://echa.europa.eu/documents/10162/990aab83-72fb-95bf-4724-68903184a50b"	"https://echa.europa.eu/documents/10162/ed9a7c87-787a-ce55-0fe4-f996c6e88b87"	"21-mars-2017"	""	"Ministry of Agriculture, Fisheries, Food and Environment; Óscar González Sánchez"	""	""	""	"Suspected PBT/vPvB""Exposure of environment""Wide dispersive use"	""	"21-mars-2017"	
"Potassium titanium oxide (K2Ti6O13)"	""	"432-240-0"	"12056-51-8"	""	"2017"	"France"	"Carcinogenic""Exposure of workers"	"Information requested"	"24-mars-2020"	"https://echa.europa.eu/documents/10162/a0861425-bee5-8d29-f2cf-c2f6bdd8b4ea"	""	"https://echa.europa.eu/documents/10162/176dbf65-db0e-7bfc-a8cc-79fcee6879a5""https://echa.europa.eu/documents/10162/678b876a-337b-bc30-e349-d1093743c22f"	"26-mars-2014"	"Chemicals Assessment Unit, 14 rue Pierre et Marie Curie 94700, MaisonsAlfort, Cedex 
"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses)"	""	""	""	"Carcinogenic""Exposure of workers"	""	"14-janv.-2016"	
"N-(p-toluenesulfonyl)-N'-(3-(p-toluenesulfonyloxy)phenyl)urea"	""	"432-520-2"	"232938-43-1"	""	""	"Belgium"	"Suspected Reprotoxic""Potential endocrine disruptor"	"Withdrawn"	"22-mars-2022"	""	""	"https://echa.europa.eu/documents/10162/04fa6267-654d-9d2e-cfec-8a3c775be68d""https://echa.europa.eu/documents/10162/136d43a3-1ab3-737a-6816-3bb14c3cc6c3"	"19-mars-2019"	""	"Federal Public Service Health, Food Chain Safety and Environment"	""	""	""	"Suspected Reprotoxic""Potential endocrine disruptor"	""	"19-mars-2019"	
"3-ethoxy-1,1,1,2,3,4,4,5,5,6,6,6-dodecafluoro-2-(trifluoromethyl)-hexane"	""	"435-790-1"	"297730-93-9"	""	"2018"	"Spain"	"Suspected PBT/vPvB""Exposure of environment""Wide dispersive use"	"Conclusion under preparation"	"23-févr.-2024"	"https://echa.europa.eu/documents/10162/7ce1da82-63ba-dd94-71b8-2115f4ea36b3"	""	"https://echa.europa.eu/documents/10162/f2120b39-cad3-495d-6bb7-342d3b321746"	"20-mars-2018"	""	"Ministry of Agriculture, Fisheries, Food and Environment"	""	""	""	"Suspected PBT/vPvB""Exposure of environment""Wide dispersive use"	""	"20-mars-2018"	
"Potassium 2-(3-trifluoromethoxy-1,1,2,2,3,3-hexafluoropropoxy)-2,3,3,3-tetrafluoropropionate"	""	"444-340-1"	"-"	""	"2017"	"Germany"	"Suspected PBT/vPvB""Exposure of environment"	"Concluded"	"24-mars-2020"	""	"https://echa.europa.eu/documents/10162/78cbc558-a662-110d-b787-6458531a827e"	"https://echa.europa.eu/documents/10162/6b52fb26-584f-5c3c-d901-e2fc5b8b3b39"	"17-mars-2015"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	"Previously listed with trade name WÄSSERIGE LOESUNG DES MV31-KALIUMSALZ."	"Suspected PBT/vPvB""Exposure of environment"	""	"14-janv.-2016"	
"Shale Oil Bitumen"	""	"447-780-2"	"-"	""	"2014"	"Estonia"	"Suspected CMR""Suspected PBT/vPvB""Exposure of environment""Exposure of workers"	"Concluded"	"09-juin-2022"	"https://echa.europa.eu/documents/10162/f1fcf065-c157-9a5e-5123-5dbadce0f0a6"	"https://echa.europa.eu/documents/10162/0e182130-12c2-13e2-e965-65567f2abf85"	"https://echa.europa.eu/documents/10162/b4ed9bb4-37af-2374-18ea-171cbaceaad4"	"26-mars-2014"	"Department of Chemical Safety, Gonsiori 29, 10147 Tallinn, Estonia
"	"Health Board, Department of Chemical Safety"	""	""	"As an outcome of the SEv follow-up process, a second SEv draft Decision requesting further information has been sent to the Registrant(s)."	"Suspected CMR""Suspected PBT/vPvB""Exposure of environment""Exposure of workers"	""	"14-janv.-2016"	
"mixture of two components: 1. N-(1,3- dimethylbutyl)-N´- phenyl-p-phenylenediamine 2. N1-(1,3-dimethylbutyl)- N4-(4-(1-methyl-1- phenylethyl)phenyl)ben zene-1,4-diamine"	""	"448-020-2"	"-"	""	"2013"	"Slovakia"	"CMR""Suspected PBT/vPvB""High RCR"	"Concluded"	"24-mars-2020"	"https://echa.europa.eu/documents/10162/3e6e2893-0f79-c8a0-609e-c6cef95f7180"	"https://echa.europa.eu/documents/10162/df082082-5491-93da-5df1-4373b9a9bc0f"	"https://echa.europa.eu/documents/10162/c757efc6-e0fa-6cc1-c244-f3050bb24ee6"	"20-mars-2013"	"Mierova 19, 827 15  Bratislava 212, Slovak Republic 
"	"Centre for Chemical Substances and Preparations"	""	"<a href=""https://echa.europa.eu/documents/10162/b389c540-53f5-2b02-5009-c1dfca8ef214"">An Appeal (Case No. A-003-2016) on a SEv decision for this substance was withdrawn</a>"	""	"CMR""Suspected PBT/vPvB""High RCR"	""	"19-janv.-2016"	
"A mixture of: propan-2-one-O,O'(methoxyvinylsilandiyl)dioxime; propan-2-one-O-(dimethoxyvinylsilyl)oxime; propan-2-one-O,O',O''-(vinylsilantriyl)trioxime"	"WASOX-VMAC2"	"458-680-3"	"797751-44-1"	""	"2019"	"Spain"	"Suspected PBT/vPvB""Exposure of environment"	"Information requested"	"21-oct.-2021"	"https://echa.europa.eu/documents/10162/07693606-ca86-5c5e-d6a6-459d589f0eb9"	""	"https://echa.europa.eu/documents/10162/54ea62c6-10b8-6539-f6d8-493c82505d6c"	"22-mars-2016"	""	"Ministry of Agriculture, Fisheries, Food and Environment; Óscar González Sánchez"	""	""	""	"Suspected PBT/vPvB""Exposure of environment"	""	"22-mars-2016"	
"Polyhaloalkene"	""	"468-710-7"	"754-12-1"	""	"2012"	"Germany"	"Other hazard based concern""Exposure of environment""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"08-févr.-2022"	"https://echa.europa.eu/documents/10162/d4ac8f63-7dc7-27b4-6421-028d9ba792c4""https://echa.europa.eu/documents/10162/1489b954-3d3d-51a9-9c69-d7d1ed8b1176"	"https://echa.europa.eu/documents/10162/a794e3ad-c358-b7f8-bc74-268bfea135e7"	""	"29-févr.-2012"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	""	"Other hazard based concern""Exposure of environment""High (aggregated) tonnage""Wide dispersive use"	""	"19-janv.-2016"	
"reaction mass of 2,2,3,3,5,5,6,6-octafluoro-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)morpholine and 2,2,3,3,5,5,6,6-octafluoro-4-(heptafluoropropyl)morpholine"	""	"473-390-7"	"-"	""	"2016"	"Belgium"	"Suspected PBT/vPvB""Exposure of environment""Wide dispersive use"	"Concluded"	"10-juin-2022"	"https://echa.europa.eu/documents/10162/38e994f1-4d58-17b6-8c67-ef775eeed641"	"https://echa.europa.eu/documents/10162/997c4d45-4f7e-7a3d-b707-5bb6a3e10579"	"https://echa.europa.eu/documents/10162/c5acb235-b6e1-dc5c-b13d-dbbeeff99d27"	"17-mars-2015"	""	"Federal Public Service Health, Food Chain Safety and Environment"	""	""	""	"Suspected PBT/vPvB""Exposure of environment""Wide dispersive use"	""	"14-janv.-2016"	
"ammonium 2,2,3 trifluor-3-(1,1,2,2,3,3-hexafluoro-3-trifluormethoxypropoxy), propionate"	""	"480-310-4"	"-"	""	"2017"	"Germany"	"Suspected PBT/vPvB""Exposure of environment""Wide dispersive use"	"Concluded"	"12-avr.-2021"	""	"https://echa.europa.eu/documents/10162/3ef82c03-e698-ccec-9a56-65a9491d20b4"	"https://echa.europa.eu/documents/10162/833d5be1-0742-8b16-8e62-94bdf7e6f825"	"17-mars-2015"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	""	"Suspected PBT/vPvB""Exposure of environment""Wide dispersive use"	""	"14-janv.-2016"	
"2-Ethoxy-3,3,4,4,5-pentafluoro-2,5-bis[(1,2,2,2-tetrafluoro-1-trifluoromethyl)ethyl] tetrahydrofuran"	""	"484-410-9"	"-"	""	"2019"	"Spain"	"Suspected PBT/vPvB"	"Ongoing"	"21-oct.-2021"	""	""	"https://echa.europa.eu/documents/10162/074458b6-5d42-ca83-07d7-c2d8618d1ff4"	"19-mars-2019"	""	"Ministry for the Ecological Transition; Óscar González Sánchez"	""	""	"Due to the indication of structural similarity, this substance may potentially be addressed in joint evaluation with 435-790-1, 484-450-7, 422-270-2."	"Suspected PBT/vPvB"	""	"19-mars-2019"	
"Trade name: 3M(TM) NOVEC(TM) ENGINEERED FLUID HFE-7000"	""	"484-450-7"	"-"	""	"2019"	"Spain"	"Suspected PBT/vPvB"	"Ongoing"	"15-janv.-2024"	""	""	"https://echa.europa.eu/documents/10162/e9c6cf99-9744-460d-dd64-092b99b631eb"	"19-mars-2019"	""	"Ministry for the Ecological Transition; Óscar González Sánchez"	""	""	"Due to the indication of structural similarity, this substance may potentially be addressed in joint evaluation with 435-790-1, 422-270-2, 484-410-9."	"Suspected PBT/vPvB"	""	"14-mars-2019"	
"N-pentan-2-ylidenehydroxylamine"	""	"484-470-6"	"623-40-5"	""	"2022"	"Germany"	"Suspected Carcinogenic""Other hazard based concern""Consumer use""Exposure of workers""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"26-juin-2023"	""	"https://echa.europa.eu/documents/10162/abc5e7fb-66f8-2808-1a50-95486f7400e6"	"https://echa.europa.eu/documents/10162/2a1a741c-b1a5-d695-e558-64d63fe3e37e"	"22-mars-2022"	"Friedrich-Henkel-Straße 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health"	""	""	""	"Suspected Carcinogenic""Other hazard based concern""Consumer use""Exposure of workers""High (aggregated) tonnage""Wide dispersive use"	""	"22-mars-2022"	
"2-[4-[2-[4-(2-hydroxyethoxy)phenyl]propan-2-yl]phenoxy]ethanol"	"1 - 4.5 moles ethoxylated"	"500-082-2"	"32492-61-8"	""	"2026"	"France"	"Suspected Mutagenic""Potential endocrine disruptor""Exposure of environment""High (aggregated) tonnage""Wide dispersive use"	"Not started"	"19-mars-2024"	""	""	"https://echa.europa.eu/documents/10162/7289dda9-d1e4-c273-1b1d-d3c9559e8817"	"22-mars-2016"	"14 rue Pierre et Marie Curie, 94700 MaisonsAlfort, Cedex
"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses), Chemicals Assessment Unit"	""	""	"Dossier evaluation ongoing or needed, and the process to be completed before initiating substance evaluation. Substance evaluation not expected to start by 2026."	"Suspected Mutagenic""Potential endocrine disruptor""Exposure of environment""High (aggregated) tonnage""Wide dispersive use"	""	"22-mars-2016"	
"4,4'-propane-2,2-diyldiphenol, polymer with 2-methyloxirane"	"1 - 4.5 moles propoxylated"	"500-097-4"	"37353-75-6"	""	"2013"	"Denmark"	"Suspected CMR""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"07-juil.-2020"	"https://echa.europa.eu/documents/10162/6153ba90-1e7c-09aa-2ec6-ddaf92d21c54"	"https://echa.europa.eu/documents/10162/dee0ef39-33aa-12f9-9f50-43dc09a4d20d"	"https://echa.europa.eu/documents/10162/43601115-31f2-38ea-0333-3aa45e1b9667"	"20-mars-2013"	""	"Danish EPA, Chemicals Division"	""	""	""	"Suspected CMR""High (aggregated) tonnage""Wide dispersive use"	""	"19-janv.-2016"	
"Nonylphenol, branched, ethoxylated"	"1 - 2.5 moles ethoxylated"	"500-209-1"	"68412-54-4"	""	"2016"	"United Kingdom"	"Potential endocrine disruptor""Other hazard based concern""High (aggregated) tonnage"	"Concluded"	"24-mars-2020"	""	"https://echa.europa.eu/documents/10162/7ab0382c-48e7-88fa-9dca-5defbe0b7bb2"	"https://echa.europa.eu/documents/10162/1c9645bb-1b8f-98b7-e91d-1ec20b757fde"	"22-mars-2016"	"4N.G Redgrave Court, 
Merton Road, Bootle, 
Merseyside L20 7HS"	"UK REACH CA Health and Safety Executive"	""	""	""	"Potential endocrine disruptor""Other hazard based concern""High (aggregated) tonnage"	""	"22-mars-2016"	
