Registry of SVHC intentions until outcome
Note: Group entries are split in different rows.
Export date: 15-mai-2024 09:15:19
Last updated 05-mars-2024. Database contains 262 unique substances/entries.

"Substance Identifier"	""	
"Expected date of submission (from)"	""	
"Expected date of submission (to)"	""	
"Withdrawal date (from)"	""	
"Withdrawal date (to)"	""	
"Submitter"	""	
"Status"	""	
"Scope (operator is and)"	"true"	
"Scopes"
"Date of intention (from)"	""	
"Date of intention (to)"	""	
"Date of MSC opinion (from)"	""	
"Date of MSC opinion (to)"	""	
"Date of MSC agreement (from)"	""	
"Date of MSC agreement (to)"	""	
"Date of inclusion in Candidate List (from)"	""	
"Date of inclusion in Candidate List (to)"	""	



"Substance name"	"Description"	"EC / List no"	"CAS no"	"Further substance information"	"CLP Annex VI index number"	"Status"	"Date of intention"	"Expected date of submission"	"Submitted for accordance check"	"Withdrawal date"	"Submitter"	"Remarks"	"Scope"	"Start of consultation"	"End of consultation"	"Consultation document"	"RCOM (Comments received)"	"Year of MSC agreement"	"MSC Agreement"	"Date of MSC agreement"	"Support documents"	"MSC Opinion"	"Date of MSC opinion"	"Minority position"	"Date of inclusion in Candidate List"	"Latest update"	"First published"	
"1,2-dimethoxyethane"	""	"203-794-9"	"110-71-4"	""	"603-031-00-3"	"Identified SVHC"	"12-janv.-2012"	"30-janv.-2012"	"30-janv.-2012"	""	"Belgium"	""	"Toxic for reproduction (Article 57c)"	"27-févr.-2012"	"12-avr.-2012"	"https://echa.europa.eu/documents/10162/6c741384-9ea4-c03f-5ae0-787f623f34c2"	"https://echa.europa.eu/documents/10162/536eee67-b64b-e035-db6e-d23490cc8453"	""	""	""	"https://echa.europa.eu/documents/10162/6dbf1bb7-d480-9722-d394-b93b51c518cc"	""	""	""	"18-juin-2012"	"07-déc.-2021"	"28-févr.-2018"	
"1,2-bis(2-methoxyethoxy)ethane"	""	"203-977-3"	"112-49-2"	""	"603-176-00-2"	"Identified SVHC"	"20-mai-2011"	"30-janv.-2012"	"30-janv.-2012"	""	"Belgium"	""	"Toxic for reproduction (Article 57c)"	"27-févr.-2012"	"12-avr.-2012"	"https://echa.europa.eu/documents/10162/9b8fb941-f2ea-8601-4092-737915545d1a"	"https://echa.europa.eu/documents/10162/97e833dd-a4fd-6f4a-ee18-40333c6d401a"	""	""	""	"https://echa.europa.eu/documents/10162/cb88141f-fd7b-426f-8479-c499e86bfb5a"	""	""	""	"18-juin-2012"	"07-déc.-2021"	"28-févr.-2018"	
"Zirconia Aluminosilicate Refractory Ceramic Fibres"	"are fibres covered by index number 650-017-00-8 in Annex VI, part 3, table 3.1 of Regulation (EC) No 1272/2008 of the European Parliament and of the Council of 16 December 2008 on classification, labelling and packaging of substances and mixtures, and fulfil the three following conditions: a) oxides of aluminium, silicon and zirconium are the main components present (in the fibres) within variable concentration ranges b) fibres have a length weighted geometric mean diameter less two standard geometric errors of 6 or less micrometres (µm). c) alkaline oxide and alkali earth oxide (Na2O+K2O+CaO+MgO+BaO) content less or equal to 18% by weight"	"-"	"-"	""	""	"Identified SVHC"	"12-juin-2009"	"01-août-2011"	"01-août-2011"	""	"Germany"	""	"Carcinogenic (Article 57a)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/c1465d00-35a9-9af1-cbde-41f4d9dc7f59"	"https://echa.europa.eu/documents/10162/5d66ba89-5fad-a955-2589-cfcc9de56448"	"2009"	"https://echa.europa.eu/documents/10162/08484034-861d-2ab9-2eae-01c36793ccf2"	"03-déc.-2009"	"https://echa.europa.eu/documents/10162/d5c9e42b-32a0-aab5-1028-bf23c6e60137"	""	""	""	"19-déc.-2011"	"07-déc.-2021"	"28-févr.-2018"	
"Refractories, fibers, aluminosilicate"	""	"604-314-4"	"142844-00-6"	""	""	"Identified SVHC"	"12-juin-2009"	"01-août-2011"	"01-août-2011"	""	"Germany"	""	"Carcinogenic (Article 57a)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/c1465d00-35a9-9af1-cbde-41f4d9dc7f59"	"https://echa.europa.eu/documents/10162/5d66ba89-5fad-a955-2589-cfcc9de56448"	"2009"	"https://echa.europa.eu/documents/10162/08484034-861d-2ab9-2eae-01c36793ccf2"	"03-déc.-2009"	"https://echa.europa.eu/documents/10162/d5c9e42b-32a0-aab5-1028-bf23c6e60137"	""	""	""	"19-déc.-2011"	"07-déc.-2021"	"28-févr.-2018"	
"Trilead diarsenate"	""	"222-979-5"	"3687-31-8"	""	""	"Identified SVHC"	"12-nov.-2010"	"01-août-2011"	"01-août-2011"	""	"Norway"	""	"Carcinogenic (Article 57a)""Toxic for reproduction (Article 57c)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/669328fe-ce71-a54e-23d1-c4ffffe343a1"	"https://echa.europa.eu/documents/10162/747d5489-5be7-a459-8fa9-2e509cfd58f4"	"2011"	"https://echa.europa.eu/documents/10162/652ebd18-dbc5-444c-9280-581ff21608b8"	"24-nov.-2011"	"https://echa.europa.eu/documents/10162/a3e615c1-2631-0ccb-2e7f-0b151e56aff0"	""	""	""	"19-déc.-2011"	"17-déc.-2021"	"28-févr.-2018"	
"Potassium hydroxyoctaoxodizincatedichromate(1-)"	""	"234-329-8"	"11103-86-9"	""	""	"Identified SVHC"	"20-avr.-2011"	"01-août-2011"	"01-août-2011"	""	"France"	""	"Carcinogenic (Article 57a)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/f9769d37-20a9-f47a-7798-c1183efbe3ec"	"https://echa.europa.eu/documents/10162/1067785c-963c-ef69-7f91-b457fb88bf0d"	"2011"	"https://echa.europa.eu/documents/10162/99549701-6931-5b73-9a92-eb7b46a3c00a"	"24-nov.-2011"	"https://echa.europa.eu/documents/10162/2c035449-d227-b916-b21c-37e964919ce6"	""	""	""	"19-déc.-2011"	"07-déc.-2021"	"28-févr.-2018"	
"Phenolphthalein"	""	"201-004-7"	"77-09-8"	""	"604-076-00-1"	"Identified SVHC"	"20-juil.-2011"	"01-août-2011"	"01-août-2011"	""	"ECHA"	""	"Carcinogenic (Article 57a)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/d0fedf69-9954-e2e1-7e09-6503bc8e337c"	"https://echa.europa.eu/documents/10162/21277468-5670-5b8f-7d67-1742b53303ce"	""	""	""	"https://echa.europa.eu/documents/10162/fc2a2ea2-89be-8263-2888-14091cdf0988"	""	""	""	"19-déc.-2011"	"07-déc.-2021"	"28-févr.-2018"	
"Pentazinc chromate octahydroxide"	""	"256-418-0"	"49663-84-5"	""	""	"Identified SVHC"	"20-avr.-2011"	"01-août-2011"	"01-août-2011"	""	"France"	""	"Carcinogenic (Article 57a)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/e788c7fb-a37d-0a68-2394-08c68424934a"	"https://echa.europa.eu/documents/10162/3ed0ad28-9a50-781d-27f9-9733303774e9"	"2011"	"https://echa.europa.eu/documents/10162/b1dc8d00-550f-947e-f7e3-75703572604d"	"24-nov.-2011"	"https://echa.europa.eu/documents/10162/46e10b31-b3a1-fc1d-b9e2-2547e386e49d"	""	""	""	"19-déc.-2011"	"07-déc.-2021"	"28-févr.-2018"	
"o-anisidine"	""	"201-963-1"	"90-04-0"	""	"612-035-00-4"	"Identified SVHC"	"10-nov.-2010"	"01-août-2011"	"01-août-2011"	""	"Germany"	""	"Carcinogenic (Article 57a)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/ee8b6d89-c148-e3d9-5c96-1e258d8a73a8"	"https://echa.europa.eu/documents/10162/d670f9ef-3b36-a7e0-b40b-129aa724fde6"	""	""	""	"https://echa.europa.eu/documents/10162/1c7dfdc0-156c-eb59-1388-04248cb1c167"	""	""	""	"19-déc.-2011"	"07-déc.-2021"	"28-févr.-2018"	
"N,N-dimethylacetamide"	""	"204-826-4"	"127-19-5"	""	"616-011-00-4"	"Identified SVHC"	"20-juil.-2011"	"01-août-2011"	"01-août-2011"	""	"ECHA"	""	"Toxic for reproduction (Article 57c)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/c1ce73d1-da5b-8d5c-af48-ca9b6ae94713"	"https://echa.europa.eu/documents/10162/5cece130-16f3-aa11-9369-10f4e58b5c19"	"2011"	"https://echa.europa.eu/documents/10162/8b76202f-f4e0-5909-ee10-0ceb4861f3f2"	"24-nov.-2011"	"https://echa.europa.eu/documents/10162/f604415c-b77a-f20b-927d-88cb4d903cfc"	""	""	""	"19-déc.-2011"	"07-déc.-2021"	"28-févr.-2018"	
"Lead dipicrate"	""	"229-335-2"	"6477-64-1"	""	""	"Identified SVHC"	"20-juil.-2011"	"01-août-2011"	"01-août-2011"	""	"ECHA"	""	"Toxic for reproduction (Article 57c)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/07538e06-9118-cf8e-999c-b915212f1949"	"https://echa.europa.eu/documents/10162/3a824755-d89b-585d-7fd7-8f77abf70423"	""	""	""	"https://echa.europa.eu/documents/10162/66855351-370d-084f-cef7-6bb25bea40ba"	""	""	""	"19-déc.-2011"	"03-déc.-2021"	"28-févr.-2018"	
"Lead diazide"	""	"236-542-1"	"13424-46-9"	""	"082-003-00-7""082-003-01-4"	"Identified SVHC"	"20-juil.-2011"	"01-août-2011"	"01-août-2011"	""	"ECHA"	""	"Toxic for reproduction (Article 57c)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/345b9c8a-07b5-30dd-dd40-d1025c2cacbe"	"https://echa.europa.eu/documents/10162/c810c53e-ffc7-e53c-375e-06c2deb7cc23"	""	""	""	"https://echa.europa.eu/documents/10162/7d39c82a-5536-ba2c-841d-71e79e984f8e"	""	""	""	"19-déc.-2011"	"07-déc.-2021"	"28-févr.-2018"	
"Lead 2,4,6-trinitro-m-phenylene dioxide"	""	"239-290-0"	"15245-44-0"	""	"609-019-00-4""609-019-01-1"	"Identified SVHC"	"20-juil.-2011"	"01-août-2011"	"01-août-2011"	""	"ECHA"	""	"Toxic for reproduction (Article 57c)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/4f9dd5e4-ab34-dd14-8ebe-d2d5895b50d6"	"https://echa.europa.eu/documents/10162/64fecd21-0c49-3d1e-c9ed-89f54a572eb5"	""	""	""	"https://echa.europa.eu/documents/10162/fcee3188-d4cc-316c-187f-1ede98369d9f"	""	""	""	"19-déc.-2011"	"07-déc.-2021"	"28-févr.-2018"	
"Formaldehyde, oligomeric reaction products with aniline"	""	"500-036-1"	"25214-70-4"	""	""	"Identified SVHC"	"06-avr.-2011"	"01-août-2011"	"01-août-2011"	""	"Germany"	""	"Carcinogenic (Article 57a)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/b2c80623-a9b4-e37c-f572-4b9143b55449"	"https://echa.europa.eu/documents/10162/a1c608a0-78b7-3f78-9ef3-cb5476854507"	""	""	""	"https://echa.europa.eu/documents/10162/e0889b3c-3045-6596-69c3-11b594053df0"	""	""	""	"19-déc.-2011"	"07-déc.-2021"	"28-févr.-2018"	
"Dichromium tris(chromate)"	""	"246-356-2"	"24613-89-6"	""	"024-010-00-X"	"Identified SVHC"	"20-avr.-2011"	"01-août-2011"	"01-août-2011"	""	"France"	""	"Carcinogenic (Article 57a)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/cf6b7b5a-75ef-d613-2243-af2ceec2ecd0"	"https://echa.europa.eu/documents/10162/28fa10dd-1df5-cfe5-5695-1c31b826bf1c"	"2011"	"https://echa.europa.eu/documents/10162/de7fc2cb-a0d3-ab8b-e859-0287c496ee78"	"24-nov.-2011"	"https://echa.europa.eu/documents/10162/1fd17483-c69f-3421-ce16-42d905d129ca"	""	""	""	"19-déc.-2011"	"07-déc.-2021"	"28-févr.-2018"	
"Calcium arsenate"	""	"231-904-5"	"7778-44-1"	""	""	"Identified SVHC"	"12-nov.-2010"	"01-août-2011"	"01-août-2011"	""	"Norway"	""	"Carcinogenic (Article 57a)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/2c225d66-69dc-5ea3-415b-43b916446b23"	"https://echa.europa.eu/documents/10162/19d8fc23-d603-6321-2b13-5795d243fe88"	"2011"	"https://echa.europa.eu/documents/10162/4b9acf02-c1c5-f99b-de5b-9043e8826d1a"	"24-nov.-2011"	"https://echa.europa.eu/documents/10162/264084f0-b48e-c9bc-06ee-50e7ba384e81"	""	""	""	"19-déc.-2011"	"07-déc.-2021"	"28-févr.-2018"	
"Bis(2-methoxyethyl) phthalate"	""	"204-212-6"	"117-82-8"	""	"607-228-00-5"	"Identified SVHC"	"08-févr.-2011"	"01-août-2011"	"01-août-2011"	""	"Germany"	""	"Toxic for reproduction (Article 57c)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/276220fc-d5f2-9d4f-ffd8-1ed7351832e0"	"https://echa.europa.eu/documents/10162/0e303b85-bbb0-61f0-3d82-6c600526f2a4"	""	""	""	"https://echa.europa.eu/documents/10162/87bd735e-1a61-3508-3152-071eb6a4644c"	""	""	""	"19-déc.-2011"	"03-déc.-2021"	"28-févr.-2018"	
"Bis(2-methoxyethyl) ether"	""	"203-924-4"	"111-96-6"	""	"603-139-00-0"	"Identified SVHC"	"02-déc.-2010"	"01-août-2011"	"01-août-2011"	""	"Austria"	""	"Toxic for reproduction (Article 57c)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/b8162e3d-3fc3-fbe4-b473-5fed5cbdb39d"	"https://echa.europa.eu/documents/10162/7d7083c9-ab3d-3c5d-d147-5f7103ccaf3f"	""	""	""	"https://echa.europa.eu/documents/10162/e20df0dd-cc05-f010-594a-f5cd66266460"	""	""	""	"19-déc.-2011"	"03-déc.-2021"	"28-févr.-2018"	
"Arsenic acid"	""	"231-901-9"	"7778-39-4"	""	""	"Identified SVHC"	"12-nov.-2010"	"01-août-2011"	"01-août-2011"	""	"Norway"	""	"Carcinogenic (Article 57a)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/497ba178-8752-48b6-8e37-98505ff0aa3d"	"https://echa.europa.eu/documents/10162/dbe3de95-3cf0-99a6-c564-97348f8ee426"	"2011"	"https://echa.europa.eu/documents/10162/57942d86-12e2-dbbc-fece-2a0921273e0e"	"24-nov.-2011"	"https://echa.europa.eu/documents/10162/d28c9f1c-ff4e-666a-60aa-084ecb7e3a70"	""	""	""	"19-déc.-2011"	"03-déc.-2021"	"28-févr.-2018"	
"Aluminosilicate Refractory Ceramic Fibres"	"are fibres covered by index number 650-017-00-8 in Annex VI, part 3, table 3.1 of Regulation (EC) No 1272/2008 of the European Parliament and of the Council of 16 December 2008 on classification, labelling and packaging of substances and mixtures, and fulfil the three following conditions: a) oxides of aluminium and silicon are the main components present (in the fibres) within variable concentration ranges b) fibres have a length weighted geometric mean diameter less two standard geometric errors of 6 or less micrometres (µm) c) alkaline oxide and alkali earth oxide (Na2O+K2O+CaO+MgO+BaO) content less or equal to 18% by weight"	"-"	"-"	""	""	"Identified SVHC"	"12-juin-2009"	"01-août-2011"	"01-août-2011"	""	"Germany"	""	"Carcinogenic (Article 57a)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/5487ed16-6446-990a-2e0b-f37a29d62a27"	"https://echa.europa.eu/documents/10162/663370b1-d16e-719e-f091-6ffc1bb4cee8"	""	"https://echa.europa.eu/documents/10162/5bf50478-12e7-f2de-af4a-8b138d0d2617""https://echa.europa.eu/documents/10162/15884ab0-2de7-186a-715d-39e902dba6c0"	""	"https://echa.europa.eu/documents/10162/1491a50f-8c31-73cd-dbca-e15b7238a838"	""	""	""	"19-déc.-2011"	"07-déc.-2021"	"28-févr.-2018"	
"Refractories, fibers, aluminosilicate"	""	"604-314-4"	"142844-00-6"	""	""	"Identified SVHC"	"12-juin-2009"	"01-août-2011"	"01-août-2011"	""	"Germany"	""	"Carcinogenic (Article 57a)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/5487ed16-6446-990a-2e0b-f37a29d62a27"	"https://echa.europa.eu/documents/10162/663370b1-d16e-719e-f091-6ffc1bb4cee8"	""	"https://echa.europa.eu/documents/10162/5bf50478-12e7-f2de-af4a-8b138d0d2617""https://echa.europa.eu/documents/10162/15884ab0-2de7-186a-715d-39e902dba6c0"	""	"https://echa.europa.eu/documents/10162/1491a50f-8c31-73cd-dbca-e15b7238a838"	""	""	""	"19-déc.-2011"	"07-déc.-2021"	"28-févr.-2018"	
"4-(1,1,3,3-tetramethylbutyl)phenol"	""	"205-426-2"	"140-66-9"	""	"604-075-00-6"	"Identified SVHC"	"20-oct.-2010"	"01-août-2011"	"01-août-2011"	""	"Germany"	""	"Endocrine disrupting properties (Article 57(f) - environment)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/c25b2ad6-22e6-e2fc-8273-a8894305f1c3"	"https://echa.europa.eu/documents/10162/ebc31cab-ecdb-510f-0022-25994b29fd66"	"2011"	"https://echa.europa.eu/documents/10162/73532341-3205-1f42-ad0e-f18848a1e964"	"09-déc.-2011"	"https://echa.europa.eu/documents/10162/f0a4ca6b-23c5-d2a9-f602-f3e864fa2b05"	""	""	""	"19-déc.-2011"	"07-déc.-2021"	"28-févr.-2018"	
"4,4'-methylenebis[2-chloroaniline]"	""	"202-918-9"	"101-14-4"	""	"612-078-00-9"	"Identified SVHC"	"20-juil.-2011"	"01-août-2011"	"01-août-2011"	""	"ECHA"	""	"Carcinogenic (Article 57a)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/c3564792-f428-5a10-36a8-8e4abf4cf7bb"	"https://echa.europa.eu/documents/10162/0b133d90-4e16-7982-63cd-3ee105b2f5b9"	"2011"	"https://echa.europa.eu/documents/10162/2edaae40-a240-a68f-b4cc-d5198dc6f289"	"24-nov.-2011"	"https://echa.europa.eu/documents/10162/e20d08a9-583d-bbaf-3918-c98c91883b48"	""	""	""	"19-déc.-2011"	"03-déc.-2021"	"28-févr.-2018"	
"1,2-dichloroethane"	""	"203-458-1"	"107-06-2"	""	"602-012-00-7"	"Identified SVHC"	"04-mai-2011"	"01-août-2011"	"01-août-2011"	""	"Slovakia"	""	"Carcinogenic (Article 57a)"	"29-août-2011"	"13-oct.-2011"	"https://echa.europa.eu/documents/10162/6be489b1-e6e1-22a7-51ec-0673bca2bfd3"	"https://echa.europa.eu/documents/10162/8323c0d5-144a-686f-72fd-f0e1f2677cf8"	"2011"	"https://echa.europa.eu/documents/10162/e907bf24-a1ab-50bc-d1c0-ff72ac5bce07"	"24-nov.-2011"	"https://echa.europa.eu/documents/10162/2905965a-99ec-20b1-049f-409d505de796"	""	""	""	"19-déc.-2011"	"07-déc.-2021"	"28-févr.-2018"	
"Hydrazine"	""	"206-114-9"	"302-01-2"	""	"007-008-00-3"	"Identified SVHC"	"25-oct.-2010"	"21-févr.-2011"	"21-févr.-2011"	""	"ECHA"	""	"Carcinogenic (Article 57a)"	"21-févr.-2011"	"07-avr.-2011"	"https://echa.europa.eu/documents/10162/69a818b5-8de9-79d8-cc52-5a710da4c588"	"https://echa.europa.eu/documents/10162/e07a3a75-5fb8-4174-ee94-67e641d512aa"	"2011"	"https://echa.europa.eu/documents/10162/d67ac458-4f15-ec77-f05e-8f90cf94e42d"	"26-mai-2011"	"https://echa.europa.eu/documents/10162/18894109-c836-f047-1256-3780e2e0afe9"	""	""	""	"20-juin-2011"	"07-déc.-2021"	"28-févr.-2018"	
"1-methyl-2-pyrrolidone"	""	"212-828-1"	"872-50-4"	""	"606-021-00-7"	"Identified SVHC"	"25-oct.-2010"	"21-févr.-2011"	"21-févr.-2011"	""	"ECHA"	""	"Toxic for reproduction (Article 57c)"	"21-févr.-2011"	"07-avr.-2011"	"https://echa.europa.eu/documents/10162/9c8e97fb-4fc4-7f8e-af54-da1264bfae5c"	"https://echa.europa.eu/documents/10162/22530814-94ee-7821-4b1e-e7fc70a5a9a7"	"2011"	"https://echa.europa.eu/documents/10162/a63650fc-d81d-96e7-f781-156446948823"	"20-mai-2011"	"https://echa.europa.eu/documents/10162/f6a29932-f132-7a43-a5f1-38db5b3c70da"	""	""	""	"20-juin-2011"	"03-déc.-2021"	"28-févr.-2018"	
"1,2-Benzenedicarboxylic acid, di-C6-8-branched alkyl esters, C7-rich"	""	"276-158-1"	"71888-89-6"	""	"607-483-00-2"	"Identified SVHC"	"25-oct.-2010"	"21-févr.-2011"	"21-févr.-2011"	""	"ECHA"	""	"Toxic for reproduction (Article 57c)"	"21-févr.-2011"	"07-avr.-2011"	"https://echa.europa.eu/documents/10162/939475c0-b2bc-18df-6a88-62a9a9c77535"	"https://echa.europa.eu/documents/10162/9eb119f0-ac39-5681-9078-734d15392277"	"2011"	"https://echa.europa.eu/documents/10162/eb2f0918-2cb6-47a4-15d3-7222c3351d30"	"20-mai-2010"	"https://echa.europa.eu/documents/10162/0fce2f14-8d95-6b64-ccaa-518c0f13392b"	""	""	""	"20-juin-2011"	"07-déc.-2021"	"28-févr.-2018"	
"1,2,3-trichloropropane"	""	"202-486-1"	"96-18-4"	""	"602-062-00-X"	"Identified SVHC"	"25-oct.-2010"	"21-févr.-2011"	"21-févr.-2011"	""	"ECHA"	""	"Carcinogenic (Article 57a)""Toxic for reproduction (Article 57c)"	"21-févr.-2011"	"07-avr.-2011"	"https://echa.europa.eu/documents/10162/5f0f6756-7dfa-f3b1-5cfa-d1ea075c612e"	"https://echa.europa.eu/documents/10162/c5197e4f-1f6c-e1d3-cde3-d1e6ddc911c5"	"2011"	"https://echa.europa.eu/documents/10162/206a5e90-bfd4-e778-9990-26076dd8c616"	"20-mai-2011"	"https://echa.europa.eu/documents/10162/e81400bd-14e2-57fe-b838-884a45f5cc92"	""	""	""	"20-juin-2011"	"07-déc.-2021"	"28-févr.-2018"	
"Strontium chromate"	""	"232-142-6"	"7789-06-2"	""	"024-009-00-4"	"Identified SVHC"	"23-nov.-2010"	"24-janv.-2011"	"24-janv.-2011"	""	"France"	""	"Carcinogenic (Article 57a)"	"21-févr.-2011"	"07-avr.-2011"	""	"https://echa.europa.eu/documents/10162/4acfd6b9-0703-19b4-c699-cbb701ffb481"	"2011"	"https://echa.europa.eu/documents/10162/7e7ecbef-b262-4d0d-03ad-fa433df406a0"	"20-mai-2011"	"https://echa.europa.eu/documents/10162/57c17dd9-eaa1-8ccf-92c8-0f62fc055143"	""	""	""	"20-juin-2011"	"07-déc.-2021"	"28-févr.-2018"	
"2-ethoxyethyl acetate"	""	"203-839-2"	"111-15-9"	""	"607-037-00-7"	"Identified SVHC"	"23-déc.-2010"	"24-janv.-2011"	"24-janv.-2011"	""	"Belgium"	""	"Toxic for reproduction (Article 57c)"	"21-févr.-2011"	"07-avr.-2011"	"https://echa.europa.eu/documents/10162/7db25f6a-14ad-5442-88ca-42de52325685"	"https://echa.europa.eu/documents/10162/985cd3c7-6dc6-c165-2464-7590e214674a"	"2011"	"https://echa.europa.eu/documents/10162/1d8281f9-2a24-b99f-07fb-3cb742ca372e"	"20-mai-2011"	"https://echa.europa.eu/documents/10162/1293c82e-5000-da51-85d3-180532d0e415"	""	""	""	"20-juin-2011"	"07-déc.-2021"	"28-févr.-2018"	
"1,2-Benzenedicarboxylic acid, di-C7-11-branched and linear alkyl esters"	""	"271-084-6"	"68515-42-4"	""	"607-480-00-6"	"Identified SVHC"	"04-oct.-2010"	"24-janv.-2011"	"24-janv.-2011"	""	"Denmark"	""	"Toxic for reproduction (Article 57c)"	"21-févr.-2011"	"07-avr.-2011"	"https://echa.europa.eu/documents/10162/f3207d71-9b65-d9e3-64fa-40998f642ea8"	"https://echa.europa.eu/documents/10162/27ca3881-3e44-d92b-a479-5b5bf2612980"	"2011"	"https://echa.europa.eu/documents/10162/c6366eac-503e-7a46-c94d-a2a5795e21ab"	"26-mai-2011"	"https://echa.europa.eu/documents/10162/0087de78-b9fa-42ef-6a8c-d988d71b25a2"	""	""	""	"20-juin-2011"	"07-déc.-2021"	"28-févr.-2018"	
"Acids generated from chromium trioxide and their oligomers"	""	"-"	"-"	""	""	"Identified SVHC"	"27-août-2010"	"27-août-2010"	"27-août-2010"	""	"Germany"	""	"Carcinogenic (Article 57a)"	"30-août-2010"	"14-oct.-2010"	"https://echa.europa.eu/documents/10162/0f651844-2264-e023-acc2-65ddadc377ba"	"https://echa.europa.eu/documents/10162/36204819-adb9-bb97-074a-6094cd66c274"	"2010"	"https://echa.europa.eu/documents/10162/86a98258-d8eb-6a02-6fd9-02306dbc2cc0"	"02-déc.-2010"	"https://echa.europa.eu/documents/10162/e200ac6e-e25c-f5c9-3638-0397f5df12c2"	""	""	""	"15-déc.-2010"	"07-déc.-2021"	"28-févr.-2018"	
"Chromic acid"	""	"231-801-5"	"7738-94-5"	""	""	"Identified SVHC"	"27-août-2010"	"27-août-2010"	"27-août-2010"	""	"Germany"	""	"Carcinogenic (Article 57a)"	"30-août-2010"	"14-oct.-2010"	"https://echa.europa.eu/documents/10162/0f651844-2264-e023-acc2-65ddadc377ba"	"https://echa.europa.eu/documents/10162/36204819-adb9-bb97-074a-6094cd66c274"	"2010"	"https://echa.europa.eu/documents/10162/86a98258-d8eb-6a02-6fd9-02306dbc2cc0"	"02-déc.-2010"	"https://echa.europa.eu/documents/10162/e200ac6e-e25c-f5c9-3638-0397f5df12c2"	""	""	""	"15-déc.-2010"	"07-déc.-2021"	"28-févr.-2018"	
"Oligomers of chromic acid and dichromic acid"	""	"-"	"-"	""	""	"Identified SVHC"	"27-août-2010"	"27-août-2010"	"27-août-2010"	""	"Germany"	""	"Carcinogenic (Article 57a)"	"30-août-2010"	"14-oct.-2010"	"https://echa.europa.eu/documents/10162/0f651844-2264-e023-acc2-65ddadc377ba"	"https://echa.europa.eu/documents/10162/36204819-adb9-bb97-074a-6094cd66c274"	"2010"	"https://echa.europa.eu/documents/10162/86a98258-d8eb-6a02-6fd9-02306dbc2cc0"	"02-déc.-2010"	"https://echa.europa.eu/documents/10162/e200ac6e-e25c-f5c9-3638-0397f5df12c2"	""	""	""	"15-déc.-2010"	"07-déc.-2021"	"28-févr.-2018"	
"Dichromic acid"	""	"236-881-5"	"13530-68-2"	""	""	"Identified SVHC"	"27-août-2010"	"27-août-2010"	"27-août-2010"	""	"Germany"	""	"Carcinogenic (Article 57a)"	"30-août-2010"	"14-oct.-2010"	"https://echa.europa.eu/documents/10162/0f651844-2264-e023-acc2-65ddadc377ba"	"https://echa.europa.eu/documents/10162/36204819-adb9-bb97-074a-6094cd66c274"	"2010"	"https://echa.europa.eu/documents/10162/86a98258-d8eb-6a02-6fd9-02306dbc2cc0"	"02-déc.-2010"	"https://echa.europa.eu/documents/10162/e200ac6e-e25c-f5c9-3638-0397f5df12c2"	""	""	""	"15-déc.-2010"	"07-déc.-2021"	"28-févr.-2018"	
"Cobalt sulphate"	""	"233-334-2"	"10124-43-3"	""	"027-005-00-0"	"Identified SVHC"	"05-juil.-2010"	"02-août-2010"	"02-août-2010"	""	"Netherlands"	""	"Carcinogenic (Article 57a)""Toxic for reproduction (Article 57c)"	"30-août-2010"	"14-oct.-2010"	"https://echa.europa.eu/documents/10162/6d1bf761-81e3-7584-eb10-19f34584b070"	"https://echa.europa.eu/documents/10162/744be16b-fdee-d2c8-6be7-2efeb5c30995"	"2010"	"https://echa.europa.eu/documents/10162/a880ffc7-f37e-5db5-c2cd-bfc6fada60c1"	"02-déc.-2010"	"https://echa.europa.eu/documents/10162/585310a7-e6d1-3832-cf85-20ce32687319"	""	""	""	"15-déc.-2010"	"07-déc.-2021"	"28-févr.-2018"	
