CAS number,Principal name,Naturals (NCS) category
125643-61-0,"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, C7-9-branched alkyl esters",
2082-79-3,"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, octadecyl ester",
56836-93-2,"Benzenepropanol, a,ß-dimethyl-",
2035-93-0,"Benzenepropanol, alpha, gamma, gamma-trimethyl-",
4430-18-6,"Benzenesulfonic acid, 2-[(9,10-dihydro-4-hydroxy-9,10-dioxo-1-anthracenyl)amino]-5-methyl-, monosodium salt",
4403-90-1,"Benzenesulfonic acid, 2,​2'-​[(9,​10-​dihydro-​9,​10-​dioxo-​1,​4-​anthracenediyl)​diimino]​bis[5-​methyl-​, sodium salt (1:2)",
92484-48-5,"Benzenesulfonic acid, 3-(2H-benzotriazol-2-yl)-4-hydroxy-5-(1-methylpropyl)-, monosodium salt",
4474-24-2,"Benzenesulfonic acid, 3,​3'-​[(9,​10-​dihydro-​9,​10-​dioxo-​1,​4-​anthracenediyl)​diimino]​bis[2,​4,​6-​trimethyl-​, sodium salt (1:2)",
633-96-5,"Benzenesulfonic acid, 4-​[2-​(2-​hydroxy-​1-​naphthalenyl)​diazenyl]​-​, sodium salt (1:1)",
36445-71-3,"Benzenesulfonic acid, decyl(sulfophenoxy)​-​, sodium salt (1:2)",
28519-02-0,"Benzenesulfonic acid, dodecyl(sulfophenoxy)-, disodium salt",
25167-32-2,"Benzenesulfonic acid, oxybis[dodecyl-, disodium salt",
65-85-0,Benzoic acid,
14735-72-9,"Benzoic acid, 2-.(..(.(4-methoxyphenyl)methylene.).amino.).-,methyl ester",
111753-60-7,"Benzoic acid, 2-((3-(1,3-benzodioxol-5-yl)-2-methylpropylidene)amino)-, methyl ester",
144761-91-1,"Benzoic acid, 2-[(1-hydroxy-3-phenylbutyl)amino], methyl ester",
67785-76-6,"Benzoic acid, 2-​[(2-​phenylethylidene)​amino]​-​, methyl ester",
94248-34-7,"Benzoic acid, 2-[[(trimethyl-3-cyclohexen-1-yl)methylene]amino]-, methyl ester",
111753-62-9,"Benzoic acid, 2-[[3-(4-methoxyphenyl)-2-methylpropylidene]amino]-, methyl ester",
302776-68-7,"Benzoic acid, 2-[4-(diethylamino)-2-hydroxybenzoyl]-, hexyl ester",
873888-84-7,"Benzoic acid, 2-hydroxy-, (3Z)-1-methyl-3-hexen-1-yl ester",
51115-63-0,"Benzoic acid, 2-hydroxy-, 2-methylbutyl ester",
22717-57-3,"Benzoic acid, 2-hydroxy-5-methyl-, methyl ester",
89-71-4,"Benzoic acid, 2-methyl-, methyl ester",
67845-93-6,"Benzoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, hexadecyl ester",
96682-10-9,"Benzoic acid, 4-​(benzoyloxy)​-​, phenylmethyl ester",
9000-72-0,"Benzoin absolute, Siam",K2.1
9000-72-0,"Benzoin CO2 extract, Siam",K2.27
9000-72-0,"Benzoin extract, Siam",K2.13
9000-05-09,"Benzoin extract, Sumatra",K2.13
9000-72-0,"Benzoin gum, Siam",K2.17
9000-05-09,"Benzoin gum, Sumatra",K2.17
9000-05-09,"Benzoin infusion, Sumatra",K2.31
9000-72-0,"Benzoin resinoid, Siam",K2.26
9000-05-09,"Benzoin resinoid, Sumatra",K2.26
9000-72-0,"Benzoin tincture, Siam",K2.31
100-47-0,Benzonitrile,
22884-95-3,"Benzonitrile, 3,​4-​dimethyl-",
119-61-9,Benzophenone,
95-16-9,Benzothiazole,
2051-96-9,Benzyl 2-hydroxypropionate,
56423-40-6,Benzyl 2-methylbutyrate,
2094-69-1,"Benzyl 2,2-dimethylpropanoate",
0140-11-4,Benzyl acetate,
2550-26-7,Benzyl acetone,
100-51-6,Benzyl alcohol,
120-51-4,Benzyl benzoate,
103-37-7,Benzyl butyrate,
103-41-3,Benzyl cinnamate,
104-57-4,Benzyl formate,
6938-45-0,Benzyl hexanoate,
122-73-6,Benzyl isoamyl ether,
103-28-6,Benzyl isobutyrate,
103-38-8,Benzyl isovalerate,
140-25-0,Benzyl laurate,
538-86-3,Benzyl methyl ether,
10276-85-4,Benzyl octanoate,
102-16-9,Benzyl phenylacetate,
122-63-4,Benzyl propionate,
118-58-1,Benzyl salicylate,
37526-88-8,Benzyl trans-2-methyl-2-butenoate,
10361-39-4,Benzyl valerate,
68917-80-6,Bergamot oil terpenes,G2.30
8007-75-8,"Bergamot oil, expressed",G2.5
68648-33-9,"Bergamot oil, furocoumarin free",G2.33
8007-75-8,"Bergamot oil, rectified",G2.24
8007-75-8,"Bergamot oil, terpeneless",G2.29
35044-68-9,"beta-1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-buten-1-one",
87-44-5,beta-Caryophyllene,
2432005-07-5,beta-dodecylseleno-gamma-damascone,
18794-84-8,beta-Farnesene,
88-84-6,beta-Guaiene,
22029-76-1,beta-Ionol,
14901-07-06,beta-Ionone,
22030-19-9,beta-Ionyl acetate,
55066-49-4,beta-Methyl-benzenepentanal,
1123-85-9,beta-Methylphenethyl alcohol,
63449-68-3,beta-Naphthyl anthranilate,
93-18-5,beta-Naphthyl ethyl ether,
2173-57-1,beta-Naphthyl isobutyl ether,
93-04-9,beta-Naphthyl methyl ether,
514-51-2,beta-Patchoulene,
0555-10-2,beta-Phellandrene,
127-91-3,beta-Pinene,
60066-88-8,beta-Sinensal,
68424-94-2,"Betaines, coco alkyldimethyl",
464-48-2,"Bicyclo(2.2.1)heptan-2-one, 1,7,7-trimethyl-, (1S)-",
6143-29-9,"Bicyclo[2.2.1]hept-5-en-2-ol, acetate",
116126-82-0,"Bicyclo[2.2.1]hept-5-ene-2-carboxylic acid, 3-(1-methylethyl)-, ethyl ester, (2-exo,3-endo)-",
55066-54-1,"Bicyclo[2.2.1]heptan-2-ol, 1,3,3-trimethyl-, benzoate",
1196-01-06,"Bicyclo[3.1.1]hept-3-en-2-one, 4,6,6-trimethyl-, (1S,5S)-",
4747-61-9,"Bicyclo[3.1.1]​heptane-​2-​ethanol, 6,​6-​dimethyl-",
216970-21-7,"Bicyclo[4,3,1]decane, 3-methoxy-7,7-dimethyl-10-methylene",
68916-04-01,"Bigarade oil, washed",G2.23
92-52-4,Biphenyl,
8001-88-5,"Birch tar oil, rectified",C2.9.2
1618-26-4,bis-(Methylthio)methane,
26160-83-8,"Bis(hydroxymethyl)tricyclo[5.2.1.02,6]decane",
495-62-5,Bisabolene,
507-70-0,Borneol,
76-49-3,Bornyl acetate,
8053-33-6,Boronia absolute,F2.1
68916-76-7,Bran absolute,H2.1
68650-46-4,"Bucchu absolute, betulina",E2.1
68650-46-4,Bucchu Leaves Extract,E2.13
68650-46-4,"Bucchu oil, betulina",E2.12
68650-46-4,"Bucchu oil, rectified, betulina",E2.24
68650-46-4,"Bucchu oil, terpeneless",E2.29
68650-46-4,"Bucchu resinoid, betulina",E2.26
94333-88-7,"Bulnesia sarmienti, ext., acetate",
959130-05-3,Bursera graveolens wood oil,E2.12
1093653-57-6,"Butanal, 4-(heptyloxy)-3-methyl-",
406488-30-0,"Butanamide, 2-ethyl-N-methyl-N-(3-methylphenyl)-",
16485-10-2,"Butanamide, 2,4-dihydroxy-N-(3-hydroxypropyl)-3,3-dimethyl-",
2568-90-3,"Butane, 1,1'-[methylenebis(oxy)]bis-",
2373-38-8,"Butanedioic acid, sulfo-, 1,4-bis(1,3-dimethylbutyl) ester, sodium salt",
0577-11-7,"Butanedioic acid, sulfo-, 1,4-bis(2-ethylhexyl) ester, sodium salt",
155514-23-1,"Butanoic acid, 2-​methyl-​, 5-​hexen-​1-​yl ester",
68039-26-9,"Butanoic acid, 2-methyl-, pentyl ester",
1266606-26-1,"Butanoic acid, 2-​methyl-​5-​(1-​methylethyl)​cyclopentyl ester",
113889-23-9,"Butanoic acid, 3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-indenyl ester",
9003-29-6,"Butene, homopolymer",
97926-23-3,Butter esters,
91745-88-9,Butter starter distillate,J2.9
109-42-2,Butyl 10-undecenoate,
7785-66-2,Butyl 2-methylcrotonate (E),
7785-64-0,Butyl 2-methylcrotonate (Z),
6297-41-2,Butyl 2-methylvalerate,
123-86-4,Butyl acetate,
71-36-3,Butyl alcohol,
7756-96-9,Butyl anthranilate,
136-60-7,Butyl benzoate,
109-21-7,Butyl butyrate,
7492-70-8,Butyl butyryllactate,
592-84-7,Butyl formate,
626-82-4,Butyl hexanoate,
97-87-0,Butyl isobutyrate,
109-19-3,Butyl isovalerate,
138-22-7,Butyl lactate,
97-88-1,Butyl methacrylate,
589-75-3,Butyl octanoate,
94-26-8,Butyl p-hydroxy benzoate,
122-43-0,Butyl phenylacetate,
0590-01-02,Butyl propionate,
2052-14-4,Butyl salicylate,
123-95-5,Butyl stearate,
544-40-1,Butyl sulfide,
25013-16-5,Butylated hydroxyanisole,
128-37-0,Butylated hydroxytoluene,
123-72-8,Butyraldehyde,
107-92-6,Butyric acid,
495-40-9,Butyrophenone,
84012-17-9,Buxus sempervirens absolute,E2.1
8004-92-0,C.I. Acid Yellow 3,
8049-84-1,C.I. Natural green 3,
1393-63-1,C.I. Natural Orange C,
37229-23-5,C.I. Solvent Blue 45,
12227-55-3,C.I. Solvent Red 122,
8003-22-3,C.I. Solvent yellow 33,
90622-58-5,C11-15-Isoalkanes,
90622-57-4,C9-12-Iso-alkanes,
68188-03-04,Cabreuva oil,D2.12
8002-31-1,Cacao absolute,H2.1
8002-31-1,Cacao extract,H2.13
8002-31-1,Cacao infusion and tincture,H2.31
8002-31-1,Cacao oil,H2.50
8002-31-1,Cacao oleoresin,H2.18
8013-10-3,Cade oil,D2.51
8013-10-3,Cade oil,D2.12
8013-10-3,"Cade oil, rectified",D2.9.2
29350-73-0,Cadinene,
8008-98-8,Cajuput oil,E2.12
8015-79-0,Calamus oil,A2.12
23411-34-9,"Calciate(2-), [(ethylenedinitrilo)tetraacetato]-, disodium, hydrate",
1344-95-2,Calcium silicate,
70892-20-5,Calendula absolute,F2.1
1069136-34-0,Callitropsis nootkatensis oil,E2.12
1069136-34-0,Callitropsis nootkatensis oil,D2.12
1069136-34-0,"Callitropsis nootkatensis oil, rectified",E2.24
1069136-34-0,"Callitropsis nootkatensis oil, rectified",D2.24
68916-73-4,Camellia leaf concentrate,E2.32
68916-73-4,Camellia leaf distillate,E2.8
68916-73-4,Camellia leaf extract,E2.13
68916-73-4,Camillia leaf CO2 extract,E2.27
79-92-5,Camphene,
8008-51-3,"Camphor oil, white",D2.12
8008-51-3,"Camphor oil, white, rectified",D2.24
68606-83-7,Cananga oil,F2.12
120962-03-0,Canola oil,H2.50
8023-77-6,Capsicum oleoresin,G2.21
8028-89-5,Caramel color,K2.55
8000-42-8,Caraway seed oil,H2.12
8000-42-8,"Caraway seed oil, rectified",H2.24
67643-70-3,"Carbamic acid, N,N-dimethyl-, 1-ethenyl-1,5-dimethyl-4-hexen-1-yl ester",
144-55-8,Carbonic acid monosodium salt,
156679-39-9,"Carbonic acid, 2-hydroxyethyl 5-methyl-2-(1-methylethyl)cyclohexyl ester",
260781-16-6,"Carbonic acid, 2-​hydroxypropyl (1R,​2S,​5R)​-​5-​methyl-​2-​(1-​methylethyl)​cyclohexyl ester",
132638-45-0,"Carbonic acid, 2-methoxy-4-methylphenyl methyl ester",
10361-29-2,"Carbonic acid, ammonium salt",
1403495-60-2,"Carbonic acid, compd. with guanidine (1:2)​, polymer with bis(isocyanatomethyl​)​benzene and 2-​ethyl-​2-​(hydroxymethyl)​-​1,​3-​propanediol",
506-87-6,"Carbonic acid, diammonium salt",
8000-66-6,Cardamom seed absolute,H2.1
8000-66-6,Cardamom seed CO2 extract,H2.27
8000-66-6,Cardamom seed extract,H2.13
8000-66-6,Cardamom seed oil,H2.12
8000-66-6,Cardamom seed oleoresin,H2.21
8000-66-6,Cardamon seed,H2.11
8021-43-0,Carnation absolute,F2.1
8021-43-0,Carnation extract,F2.13
79070-15-8,Carob bean absolute,G2.1
79070-15-8,Carob bean absolute,H2.1
79070-15-8,Carob bean extract,G2.13
9000-40-2,Carob gum,G2.15
8015-88-1,Carrot seed,H2.11
8015-88-1,Carrot seed absolute,H2.1
8015-88-1,Carrot seed oil,H2.12
8015-88-1,Carrot seed oil terpenless,H2.29
8015-88-1,"Carrot seed oil, rectified",H2.24
499-75-2,Carvacrol,
99-48-9,Carveol,
99-49-0,Carvone,
97-42-7,Carvyl acetate,
57082-24-3,Caryophyllene acetate,
75975-83-6,Caryophyllene acetylated,
1139-30-6,Caryophyllene oxide,
8007-06-05,Cascarilla bark extract,C2.13
8007-06-05,Cascarilla bark oil,C2.12
8007-80-5,Cassia bark extract,C2.13
8007-80-5,Cassia bark oil,C2.12
8007-80-5,Cassia oil,E2.12
8007-80-5,"Cassia oil, (low coumarin)",E2.33
8007-80-5,"Cassia oil, rectified",E2.24
8023-82-3,Cassie absolute,F2.1
8023-82-3,Cassie concrete,F2.7
97676-19-2,Cassis bud absolute,F2.1
97676-19-2,Cassis bud CO2 extract,F2.27
97676-19-2,Cassis bud oil,F2.12
97676-19-2,"Cassis bud oil, terpeneless",F2.29
97676-19-2,Cassis essence oil,G2.10
97676-19-2,Cassis tincture,G2.31
871465-49-5,Cassyrane,
8001-79-4,Castor oil,H2.50
61788-85-0,"Castor oil, hydrogenated, ethoxylated",
8023-83-4,Castoreum absolute,J2.1
8023-83-4,Castoreum concrete,J2.7
8023-83-4,Castoreum resinoid,J2.26
8023-83-4,Castoreum tincture,J2.31
8001-76-1,Catechu extract,K2.13
8007-20-3,Cedar leaf oil,E2.12
91770-83-1,"Cedar leaf oil, China",E2.12
8007-20-3,"Cedar leaf oil, rectified",E2.24
68917-35-1,"Cedar leaf oil, Western Canada/USA",E2.12
8023-85-6,"Cedarwood extract, Atlas",D2.13
68990-83-0,"Cedarwood extract, Texas",D2.13
68990-83-0,"Cedarwood oil (low cedrol), Texas",D2.33
61789-42-2,Cedarwood oil acetylated,
68608-32-2,Cedarwood oil terpenes,D2.30
8023-85-6,"Cedarwood oil, Atlas",D2.12
8023-85-6,"Cedarwood oil, Atlas, rectified",D2.24
1159574-01-2,"Cedarwood oil, Chinese",D2.12
1159574-01-2,"Cedarwood oil, Chinese, rectified",D2.24
68648-34-0,"Cedarwood oil, epoxidized",
68991-36-6,"Cedarwood oil, Himalaya",D2.12
68916-71-2,"Cedarwood oil, oxidized",
68603-22-5,"Cedarwood oil, terpeneless",D2.29
68990-83-0,"Cedarwood oil, Texas",D2.12
68990-83-0,"Cedarwood oil, Texas, rectified",D2.24
8000-27-9,"Cedarwood oil, Virginian",D2.12
8000-27-9,"Cedarwood oil, Virginian, rectified",D2.24
1159574-01-2,"Cedarwood terpenes, Chinese",D2.30
8000-27-9,"Cedarwood terpenes, Virginia",D2.30
13567-39-0,Cedr-8-ene epoxide,
11028-42-5,Cedrene,
28231-03-0,Cedrenol,
1405-92-1,Cedrenyl acetate,
39900-38-4,Cedrenyl formate,
77-53-2,Cedrol,
19870-74-7,Cedrol methyl ether,
77-54-3,Cedryl acetate,
39900-38-4,Cedryl formate,
67874-81-1,Cedryl methyl ether,
73049-53-3,Celery leaf oil,E2.12
8015-90-5,Celery seed absolute,H2.1
8015-90-5,Celery seed CO2 extract,H2.27
8015-90-5,Celery seed extract,H2.13
8015-90-5,Celery seed oil,H2.12
8015-90-5,Celery seed oleoresin,H2.21
9004-34-6,Cellulose,
9004-62-0,"Cellulose, 2-hydroxyethyl ether",
9004-32-4,"Cellulose, carboxymethyl ether, sodium salt",
1422377-33-0,"Cellulose, carboxymethyl ether, sodium salt, polymer with bis(isocyanatomethyl)benzene, 2,2-dimethoxyacetaldehyde, ethanedial, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 2-oxoacetic acid, 1H-1,2,4-triazole-3,5-diamine and 1,3,5-triazine-2,4,6-triamine",
68916-68-7,"Chamomile absolute, Moroccan",F2.1
8002-66-2,Chamomile flower absolute,F2.1
8015-92-7,"Chamomile flower absolute, Roman",F2.1
8002-66-2,Chamomile flower concrete,F2.7
8002-66-2,Chamomile flower extract,F2.13
8002-66-2,"Chamomile flower oil, blue",F2.12
8002-66-2,"Chamomile flower oil, blue",F2.51
8015-92-7,"Chamomile flower oil, Roman",F2.12
8015-92-7,"Chamomile flower oil, Roman rectified",F2.24
8015-92-7,"Chamomile flower, English, oil",F2.12
68916-68-7,"Chamomile oil, Moroccan",F2.12
8006-76-6,Champaca absolute,F2.1
8006-76-6,"Champaca flower oil, low methyleugenol",F2.33
8006-76-6,Champaca leaf oil,E2.12
92457-18-6,"Champaca leaf oil, low methyeugenol",E2.33
8006-76-6,Champaca oil,F2.12
85566-22-9,Cherry essence,G2.10
11006-34-1,"Chlorophyllin, copper sodium complex",
52256-37-8,"Chromate(1-), bis[2,4-dihydro-4-[(2-hydroxy-5-nitrophenyl)azo]-5-methyl-2-phenyl-3H-pyrazol --3-onato(2-)]-, hydrogen",
104-55-2,Cinnamaldehyde,
621-82-9,Cinnamic acid,
4364-06-01,Cinnamic aldehyde dimethyl acetal,
8015-91-6,Cinnamon bark CO2 extract,C2.27
8015-91-6,Cinnamon bark extract,C2.13
8015-91-6,Cinnamon bark oil,C2.12
97659-68-2,"Cinnamon bark oil, Laos",C2.12
8015-91-6,Cinnamon leaf oil,E2.12
8015-91-6,"Cinnamon leaf oil, rectified",E2.24
8015-91-6,"Cinnamon leaf oil, safrol reduced",E2.33
8015-91-6,Cinnamon leaf oleoresin,E2.21
4360-47-8,Cinnamonitrile (isomer unspecified),
103-54-8,Cinnamyl acetate,
104-54-1,Cinnamyl alcohol,
5320-75-2,Cinnamyl benzoate,
103-61-7,Cinnamyl butyrate,
122-69-0,Cinnamyl cinnamate,
104-65-4,Cinnamyl formate,
103-59-3,Cinnamyl isobutyrate,
140-27-2,Cinnamyl isovalerate,
1885-38-7,Cinnamyl nitrile,
103-56-0,Cinnamyl propionate,
71660-03-02,"cis- and trans-p-1(7),8-Menthadien-2-yl acetate",
23726-94-5,"cis-1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-2-Buten-1-one",
59323-76-1,"cis-2-Methyl-4-propyl-1,3-oxathiane",
20298-69-5,cis-2-tert-Butylcyclohexyl acetate,
1576-78-9,cis-3-Heptenyl acetate,
3681-71-8,cis-3-Hexen-1-yl acetate,
6789-80-6,cis-3-Hexenal,
928-96-1,cis-3-Hexenol,
65405-76-7,cis-3-Hexenyl anthranilate,
25152-85-6,cis-3-Hexenyl benzoate,
16491-36-4,cis-3-Hexenyl butyrate,
61444-38-0,cis-3-Hexenyl cis-3-hexenoate,
33467-73-1,cis-3-Hexenyl formate,
31501-11-8,cis-3-Hexenyl hexanoate,
41519-23-7,cis-3-Hexenyl isobutyrate,
35154-45-1,cis-3-Hexenyl isovalerate,
61931-81-5,cis-3-Hexenyl lactate,
67633-96-9,cis-3-Hexenyl methyl carbonate,
33467-74-2,cis-3-Hexenyl propionate,
65405-77-8,cis-3-Hexenyl salicylate,
67883-79-8,cis-3-Hexenyl tiglate,
35852-46-1,cis-3-Hexenyl valerate,
10340-23-5,cis-3-Nonen-1-ol,
13049-88-2,cis-3-Nonenyl acetate,
20125-84-2,cis-3-Octen-1-ol,
94134-03-09,cis-3-Octenyl propionate,
933-48-2,"cis-3,5,5-Trimethylcyclohexan-1-ol",
13828-37-0,cis-4-(Isopropyl)cyclohexanemethanol,
21662-09-09,cis-4-Decen-1-al,
57074-37-0,cis-4-Decenol,
10411-92-4,cis-4-tert-Butylcyclohexyl acetate,
64275-73-6,cis-5-Octen-1-ol,
41547-22-2,cis-5-Octenal,
35854-86-5,cis-6-Nonen-1-ol,
2277-19-2,cis-6-Nonenal,
77-42-9,cis-beta Santalol,
3338-55-4,cis-beta-Ocimene,
0488-10-8,cis-Jasmone,
8016-26-0,Cistus absolute,E2.1
8016-26-0,"Cistus absolute, pyrogenated",E2.1.1
8016-26-0,"Cistus absolute, pyrogenated, rectified",E2.9.2
8016-26-0,Cistus CO2 extract,E2.27
8016-26-0,Cistus concrete,E2.7
8016-26-0,Cistus extract,E2.13
8016-26-0,Cistus oil,E2.12
8016-26-0,Cistus oil,E2.51
8016-26-0,"Cistus oil, pyrogenated",E2.9.1
5392-40-5,Citral,
7492-66-2,Citral diethyl acetal,
7549-37-3,Citral dimethyl acetal,
10444-50-5,Citral propylene glycol acetal,
67801-47-2,Citral-methylanthranilate (Schiff base),
77-92-9,Citric acid,
97593-31-2,Citric and fatty acid esters of glycerol,
68991-25-3,Citron oil,G2.5
8000-29-1,Citronella oil terpenes,E2.30
8000-29-1,"Citronella oil, Ceylon type",E2.12
8000-29-1,"Citronella oil, Java type",E2.12
68916-56-3,"Citronella oil, reduced",
106-23-0,Citronellal,
67845-42-5,Citronellal methylanthranilate Schiff base,
7492-67-3,Citronelloxyacetaldehyde,
20770-40-5,Citronellyl 3-methyl-2-butenoate,
150-84-5,Citronellyl acetate,
141-16-2,Citronellyl butyrate,
68039-38-3,Citronellyl crotonate,
69929-16-4,Citronellyl ethyl ether,
60788-25-2,Citronellyl ethyl oxalate,
105-85-1,Citronellyl formate,
10580-25-3,Citronellyl hexanoate,
97-89-2,Citronellyl isobutyrate,
68922-10-1,Citronellyl isovalerate,
51566-62-2,Citronellyl nitrile,
139-70-8,Citronellyl phenylacetate,
141-14-0,Citronellyl propionate,
24717-85-9,Citronellyl tiglate,
929194-65-0,Citrus hystrix oil,E2.12
233683-84-6,Citrus junos extract,G2.13
233683-84-6,Citrus junos oil,G2.5
94266-47-4,Citrus peels extract,G2.13
68608-34-4,Citrus terpenes,G2.30
68916-26-7,Civet absolute,J2.1
8016-63-5,Clary sage absolute,F2.1
8016-63-5,Clary sage absolute,E2.1
8016-63-5,Clary sage extract,E2.13
8016-63-5,Clary sage oil,E2.12
8008-31-9,Clementine oil,G2.5
68917-29-3,Clove bud oil terpenes,F2.30
8000-34-8,Clove bud absolute,F2.1
8000-34-8,Clove bud extract,F2.13
8000-34-8,Clove bud oil,F2.12
8000-34-8,Clove leaf oil,E2.12
68917-29-3,Clove leaf oil terpenes,E2.30
8000-34-8,"Clove leaf oil, rectified",E2.24
8000-34-8,Clove stem oil,L2.12
91771-52-7,"Clove, extract, acetylated",
84912-04-09,"Cobaltate(1-​)​, bis[4-​(hydroxy-​κO)​-​3-​[2-​[2-​(hydroxy-​κO)​-​1-​naphthalenyl]​diazenyl-​κN1]​benzenesulfonamidato​(2-​)​]​-​, hydrogen, compd. with 3-​[(2-​ethylhexyl)​oxy]​-​1-​propanamine (1:1:1)",
8002-31-1,"Cocoa, ext., alkalized",H2.19
8001-31-8,"Coconut oil, fixed",G2.50
8001-31-8,Coconut extract,G2.13
8001-67-0,Coffee bean extract,H2.13
8001-67-0,"Coffee bean, roasted, absolute",H2.1
8001-67-0,"Coffee bean, roasted, CO2 extract",H2.27
68916-18-7,"Coffee bean, roasted, extract",H2.13
8001-67-0,"Coffee, bean, roasted, ext.",H2.19
84650-00-0,"Coffee, Coffea arabica, extract",H2.13
8013-97-6,Copaiba balsam,K2.4
8013-97-6,Copaiba balsam oil,K2.12
8013-97-6,Copaiba balsam oleoresin,K2.16
8013-97-6,Copaiba oil,K2.9
8013-97-6,"Copaiba oil, rectified",K2.24
147-14-8,"Copper, [29H,​31H-​phthalocyaninato(2-​)​-​κN29,​κN30,​κN31,​κN32]​-​, (SP-​4-​1)​-",
15739-09-0,"Copper, [dihydrogen 21-carboxy-14-ethyl-4,8,13,18-tetramethyl-20-oxo-9-vinyl-3-phorbinepropionato(2-)]-, 21-methyl phytyl ester, (E)-",
8008-52-4,Coriander herb oil,E2.12
8008-52-4,Coriander herb oil terpenless,E2.29
8008-52-4,"Coriander herb oil, rectified",E2.24
8008-52-4,Coriander oleoresin,E2.21
8008-52-4,Coriander seed,H2.11
8008-52-4,Coriander seed oil,H2.12
8001-30-7,Corn oil,H2.50
8001-29-4,Cottonseed oil,H2.50
91-64-5,Coumarin,
1319-77-3,Cresol (Unspecified),
8007-87-2,Cubeb CO2 extract,G2.27
8007-87-2,Cubeb oil,G2.12
8007-87-2,"Cubeb oil, rectified",G2.24
89998-01-06,Cucumber distillate,G2.8
89998-01-06,Cucumber extract,G2.13
8014-13-9,Cumin seed oil,H2.12
0122-03-02,Cuminic aldehyde,
13816-33-6,Cuminyl nitrile,
876068-15-4,Curry leaf absolute,E2.1
91-50-9,Cyclamen aldehyde-methyl anthranilate (Schiff base),
118562-73-5,"Cyclododecaneethanol, .beta.-methyl-",
59052-82-3,Cyclododecyl formate,
3100-36-5,Cyclohexadec-8-en-1-one mixture of cis and trans isomer,
2550-52-9,Cyclohexadecanone,
88642-03-09,Cyclohexadecenone,
181258-87-7,"Cyclohexane, 1-(1,1-dimethylpropyl)-4-ethoxy-, cis-",
181258-89-9,"Cyclohexane, 1-(1,1-dimethylpropyl)-4-ethoxy-, trans-",
68845-33-0,"Cyclohexane, 1-ethenyl-1-methyl-2-(1-methylethenyl)-4-(1-methylethyl)-, didehydro derivative",
33880-83-0,"Cyclohexane, 1-​ethenyl-​1-​methyl-​2,​4-​bis(1-​methylethenyl)​-​, (1R,​2R,​4S)​-​rel-",
99-82-1,"Cyclohexane, 1-​methyl-​4-​(1-​methylethyl)​-",
14315-63-0,"Cyclohexane, 1,1′-[oxybis(methylene)]bis-",
2511-00-4,"Cyclohexaneacetic acid, .alpha.-methyl-, ethyl ester",
98-89-5,Cyclohexanecarboxylic acid,
23059-38-3,"Cyclohexanecarboxylic acid, 1,4-dimethyl-, methyl ester, cis-",
22471-55-2,"Cyclohexanecarboxylic acid, 2,2,6-trimethyl-, ethyl ester, (1R,6S)-rel-",
7605-52-9,"Cyclohexanecarboxylic acid, 3-methyl, methyl ester, (1R,3S)-rel-",
4802-20-4,"Cyclohexaneethanethiol, 3-mercapto-b,4-dimethyl-",
21722-83-8,Cyclohexaneethyl acetate,
68480-15-9,"Cyclohexanemethanol, 2,4-dimethyl-",
20009-20-5,"Cyclohexanemethanol, 4-(acetyloxy)-a,a,4-trimethyl-, acetate",
95851-08-04,"Cyclohexanepropanol, 2,2,3,6-tetramethyl-a-propyl-",
60241-52-3,"Cyclohexanepropanol, α-ethyl-2,2,6-trimethyl-",
108-93-0,Cyclohexanol,
23950-98-3,"Cyclohexanol, 2-methoxy-4-propyl-",
1631145-48-6,"Cyclohexanol, 4-ethylidene-2-propoxy-",
2230-87-7,"Cyclohexanol, 5-methyl-2-(1-methylethyl)-, acetate, (1a,2a,5b)-",
830322-14-0,"Cyclohexanol,4-(3-methylbutyl)-",
108-94-1,Cyclohexanone,
6413-26-9,"Cyclohexanone 1,3-butylene glycol ketal",
1670-47-9,Cyclohexanone diethyl ketal,
55739-89-4,"Cyclohexanone, 2-ethyl-4,4-dimethyl-",
5524-05-0,"Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, (2R,5R)-",
19096-86-7,"Cyclohexanone,5-methyl-2-(1-methylethyl)-,oxime",
9003-73-0,"Cyclohexene, 1-methyl-4-(1-methylethenyl)-, homopolymer",
68921-26-6,"Cyclohexene, 1-methyl-4-(1-methylethenyl)-, sulfurized",
622-45-7,Cyclohexyl acetate,
1551-44-6,Cyclohexyl butyrate,
65405-69-8,Cyclohexyl cyclopent-2-ene-1-acetate,
4927-39-3,Cyclohexyl methyl pentanone,
42288-75-5,Cyclohexyl phenylacetate,
25485-88-5,Cyclohexyl salicylate,
5552-30-7,Cycloionone,
87731-18-8,Cyclooct-4-en-1-yl methyl carbonate,
502-72-7,Cyclopentadecanone,
1266606-13-6,"Cyclopentaneacetonit​rile, 2,​4,​4-​trimethyl-​α-​methylene-",
1465004-85-6,"Cyclopentanol, 1-ethyl-2-(3-methylbutyl)-",
